Name,location,stipend,company_id,skills,hiring
CostMasters,"
Mohali ","₹ 10,000 - 15,000 ",0,"['MS-PowerPoint', 'MS-Excel', 'Advanced Excel', 'Power BI', 'Effective Communication']",Not actively hiring
Realty Rhinos,"
Gurgaon ","₹ 10,000 - 12,000 ",1,"['Social Media Marketing', 'Adobe Photoshop', 'Video Editing', 'Adobe Premiere Pro', 'Final Cut Pro', 'Video Making', 'Instagram Marketing']",Not actively hiring
The RFID Company B.V.,"
Dehradun ","₹ 6,000 - 7,000 ",2,"['Social Media Marketing', 'Content Writing', 'Search Engine Optimization (SEO)', 'Content Marketing', 'Canva', 'Graphic Design']",Not actively hiring
Offql,"
Work from home ","₹ 3,000 - 11,000 ",3,"['Social Media Marketing', 'Digital Marketing', 'Email Marketing', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Indatos Informatics Private Ltd.,"
Indore                                                                (Hybrid)
                                        


","₹ 4,000 - 8,000 ",4,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Creative Writing', 'Email Marketing', 'English Proficiency (Written)', 'Instagram Marketing']",Not actively hiring
Pixel Media,"
Delhi, Noida ","₹ 7,000 - 15,000 ",5,['Effective Communication'],Not actively hiring
IndraQ Private Limited,"
Kharar, Mohali ","₹ 5,000 ",6,"['Lead Generation', 'LinkedIn Marketing', 'Database Management System (DBMS)', 'Effective Communication', 'Email Management']",Not actively hiring
Neolen,"
Work from home ","₹ 5,000 - 10,000 ",7,"['Public Speaking', 'Inside Sales', 'Sales Management', 'Sales', 'Marketing', 'Sales Strategy']",Not actively hiring
Ankit Pandey,"
Gurgaon ","₹ 5,000 ",8,"['Video Editing', 'Adobe Premiere Pro', 'Video Making', 'Artificial intelligence', 'AI Video Generation', 'AI Image Generation', 'AI Voiceover']",Not actively hiring
Techno Brainz,"
Ghaziabad, Meerut, Modinagar, Muradnagar, Noida                                                                (Hybrid)
                                        


","₹ 11,000 - 34,000 ",9,"['Business Development', 'Sales']",Not actively hiring
PixaCrafts,"
Vadodara ","₹ 10,000 - 75,000 ",10,"['Social Media Marketing', 'Digital Marketing', 'Market Analysis', 'Email Marketing', 'Sales Management', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Settlemania,"
Indore                                                                (Hybrid)
                                        


","₹ 3,000 - 5,000 ",11,"['Business Development', 'Sales']",Not actively hiring
City Advertising,"
Ghaziabad ","₹ 5,000 - 5,500 ",12,"['Social Media Marketing', 'Video Editing', 'Videography', 'Video Making']",Not actively hiring
Espial Solutions,"
Pune ","₹ 5,000 ",13,"['Social Media Marketing', 'Facebook Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Instagram Marketing']",Not actively hiring
Ipsita Mondal Design Co.,"
Gurgaon ","₹ 11,000 - 15,000 ",14,"['AutoCAD', 'Adobe Photoshop', 'Adobe Illustrator', 'Autodesk Revit', 'Google SketchUp', 'Autodesk 3ds Max']",Not actively hiring
Gravi Digital,"
Gurgaon ","₹ 13,000 - 17,000 ",15,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Facebook Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Future Sales Pvt Ltd,"
Ahmedabad ","₹ 17,000 - 24,000 ",16,"['MS-PowerPoint', 'Financial Analysis', 'Advanced Excel', 'Research and Analytics', 'Financial planning']",Not actively hiring
Vcniti Technologies Private Limited,"
Bangalore ","₹ 10,000 - 15,000 ",17,"['Social Media Marketing', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Kannada Proficiency (Spoken)', 'Interpersonal skills']",Not actively hiring
Young Hopes Of India Foundation,"
Chandigarh, Mohali ","₹ 5,100 - 9,000 ",18,"['Creativity', 'Content Management', 'Interpersonal skills', 'Effective Communication', 'Digital Marketing Tools']",Not actively hiring
Unified Sports,"
Gurgaon, Delhi, Noida ","₹ 7,000 - 10,000 ",19,"['Video Editing', 'Video Making']",Not actively hiring
Ace Web Experts,"
Jaipur ","₹ 5,000 - 8,000 ",20,"['Social Media Marketing', 'Digital Marketing', 'Search Engine Optimization (SEO)']",Not actively hiring
Chill And Crisp Foods Private Limited,"
Pimpri-Chinchwad ","₹ 2,000 - 5,000 ",21,"['Social Media Marketing', 'Content Writing', 'Market Analysis', 'Content Marketing', 'Market research', 'Marketing Strategies', 'Marketing Campaigns']",Not actively hiring
Praneeth Media,"
Hyderabad ","₹ 6,000 - 10,000 ",22,"['AutoCAD', 'MS-Office', 'Adobe Photoshop', 'Adobe Illustrator', 'Autodesk 3ds Max']",Not actively hiring
Jain Hydraulics And Rubbers,"
Pimpri-Chinchwad ","₹ 6,000 - 9,000 ",23,"['MS-PowerPoint', 'Cold Calling', 'Canva']",Not actively hiring
Earthenechoes India (OPC) Private Limited,"
Kolkata ","₹ 3,000 - 5,000 ",24,"['Adobe Photoshop', 'Video Editing', 'Digital Marketing', 'Business Development', 'Canva', 'Office Management', 'Microsoft 365']",Not actively hiring
WeConnect Overseas,"
Thane ","₹ 10,000 - 25,000 ",25,"['MS-Excel', 'English Proficiency (Spoken)', 'Effective Communication']",Not actively hiring
Neha Bhatia,"
Coimbatore ","₹ 11,000 - 23,000 ",26,"['Content Writing', 'Video Making', 'Content Marketing', 'Instagram Marketing', 'Content Editing']",Not actively hiring
Carbon Media Private Limited,"
Noida                                                                (Hybrid)
                                        


","₹ 5,000 - 8,000 ",27,"['Content Writing', 'CMS (Content Management System)', 'Content Management', 'Content Editing']",Not actively hiring
Atfem KhetiGaadi Private Limited,"
Pune ","₹ 5,000 - 7,000 ",28,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Creative Writing']",Not actively hiring
Smart Computer Institute,"
Siliguri ","₹ 5,500 - 14,501 ",29,"['Bengali Proficiency (Spoken)', 'Hindi Proficiency (Spoken)']",Not actively hiring
Fortuna Impex Private Limited,"
Kolkata ","₹ 10,000 - 15,000 ",30,"['MS-Office', 'Email Marketing', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
ChimpLab Advertising Incorporation,"
Ahmedabad ","₹ 5,000 - 6,000 ",31,"['Adobe Photoshop', 'Adobe Illustrator', 'Video Editing', 'Canva']",Not actively hiring
ReaCredence IT Solutions,"
Hyderabad ","₹ 25,000 - 35,000 ",32,"['Recruitment', 'Resume screening']",Not actively hiring
Botbruz,"
Pimpri-Chinchwad, Pune ","₹ 2,000 - 5,000 ",33,"['AutoCAD', 'SolidWorks', 'Autodesk Fusion 360']",Not actively hiring
Supersourcing,"
Indore ","₹ 10,000 ",34,"['Human Resources', 'Effective Communication', 'Payroll', 'Onboarding']",Not actively hiring
Just Get It,"
Bangalore ","₹ 10,000 - 20,000 ",35,['Search Engine Optimization (SEO)'],Not actively hiring
Classique Events,"
Delhi ","₹ 12,000 - 15,000 ",36,"['Event Management', 'MS-PowerPoint', 'MS-Excel', 'Sales Management', 'Sales Support', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Mum & Tots Creation,"
Delhi ","₹ 6,000 - 8,000 ",37,"['Videography', 'Creative Thinking', 'Creative Writing', 'Voiceover', 'Video Making', 'Creative Direction']",Not actively hiring
Monteage IT Solutions Private Limited,"
Ghaziabad ","₹ 10,000 - 15,000 ",38,['Digital Marketing'],Not actively hiring
SB Play School,"
Delhi ","₹ 18,000 ",39,"['Teaching', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Hindi Proficiency (Spoken)', 'Online Teaching']",Not actively hiring
Maa Krupa Trading Corporation,"
Mumbai                                                                (Hybrid)
                                        


","₹ 5,001 - 6,002 ",0,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Facebook Marketing', 'English Proficiency (Written)', 'Instagram Marketing']",Not actively hiring
GLHF Esports Academy,"
Noida ","₹ 7,000 - 10,000 ",1,"['Computer skills', 'English Proficiency (Spoken)']",Not actively hiring
Sudhakarrao Kulkarni Smruti Pratishtan Pangaon TQ Renapur Dist Latur,"
Work from home ","₹ 1,000 - 3,000 ",2,"['Video Editing', 'Videography', 'Video Making', 'Generative AI Tools']",Not actively hiring
VGD Technologies,"
Ahmedabad ","₹ 5,000 - 10,000 ",3,['English Proficiency (Spoken)'],Not actively hiring
NavDrishti Business Innovations,"
Delhi ","₹ 5,500 - 9,000 ",4,"['Content Writing', 'Branding', 'Creative Thinking', 'Copywriting', 'Content Management', 'Content Marketing']",Not actively hiring
BRISTOL INDIA,"
Delhi ","₹ 8,000 - 10,000 ",5,"['SolidWorks', '3D Modeling']",Not actively hiring
Technowebs,"
Siliguri, Darjeeling, Matigara, Sikkim                                                                (Hybrid)
                                        


","₹ 7,000 - 30,000 ",6,"['Client Interaction', 'Lead Generation', 'Client Relationship', 'Sales', 'Marketing Strategies', 'Customer Acquisition', 'Field Sales']",Not actively hiring
Alchemist Marketing & Talent Solutions,"
Gurgaon ","₹ 7,000 - 15,000 ",7,"['Social Media Marketing', 'Digital Marketing', 'Instagram Marketing']",Not actively hiring
Tanked IND Aquatic Kingdom LLP,"
Ghaziabad ","₹ 2,500 - 4,000 ",8,"['MS-Office', 'MS-Word', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
LOLsome Co.,"
Work from home ","₹ 1,000 - 1,100 ",9,"['MS-Office', 'Digital Marketing', 'Email Marketing', 'MS-Excel', 'Sales Management', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Bluntt App,"
Work from home ",Performance Based,10,"['Social Media Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Canva', 'Interpersonal skills', 'Effective Communication', 'Digital Marketing Tools']",Not actively hiring
CYBORG ROBOTIC ACADEMY,"
Pune ","₹ 5,500 - 7,500 ",11,"['Sales Support', 'Research and Analytics', 'Document Management', 'Program Management', 'Management']",Not actively hiring
Growchip AI Technologies Private Limited,"
Chandigarh, Mohali, Zirakpur, Panchkula ","₹ 10,000 ",12,"['Social Media Marketing', 'Content Writing', 'Content Management', 'Content Editing']",Not actively hiring
The Unhackables,"
Work from home ",Performance Based,13,"['Social Media Marketing', 'Digital Marketing', 'Marketing']",Not actively hiring
Trisha Singh Integrated Solutions Private Limited,"
Noida ","₹ 5,500 - 40,000 ",14,"['Client Interaction', 'MS-Excel', 'Client Relationship', 'English Proficiency (Spoken)', 'Hindi Proficiency (Spoken)', 'Hindi Proficiency (Written)', 'Effective Communication']",Not actively hiring
RDSolutions,"
Noida ","₹ 9,999 - 10,000 ",15,"['MS-Office', 'Vendor Management', 'Facility Management', 'English Proficiency (Spoken)']",Not actively hiring
Eventray Entertainment,"
Work from home ",Performance Based,16,"['Social Media Marketing', 'Digital Marketing', 'Networking', 'Sales Management', 'Business Development', 'Sales Strategy']",Not actively hiring
Child Help Foundation,"
Faridabad, Delhi, Gurgaon, Noida                                                                (Hybrid)
                                        


",Unpaid,17,"['English Proficiency (Spoken)', 'Hindi Proficiency (Spoken)', 'Interpersonal skills', 'Effective Communication', 'Emotional intelligence']",Not actively hiring
Niladri Photography,"
Delhi ","₹ 5,000 - 5,001 ",18,['Adobe Premiere Pro'],Not actively hiring
Wowbro Entertainment World Private Limited,"
Mumbai ","₹ 3,000 - 7,000 ",19,"['Social Media Marketing', 'MS-Excel', 'Lead Generation', 'English Proficiency (Spoken)', 'Hindi Proficiency (Spoken)', 'Effective Communication', 'Sales Strategy']",Not actively hiring
Aabhineos Customs Elearning Solutions Private Limited,"
Pune                                                                (Hybrid)
                                        


","₹ 7,500 - 15,000 ",20,"['Adobe Photoshop', 'Adobe Illustrator', 'Adobe Premiere Pro', 'Adobe After Effects']",Not actively hiring
Jill Chem Impex,"
Mumbai ","₹ 8,000 - 12,000 ",21,"['Cold Calling', 'Email Marketing', 'MS-Excel', 'Lead Generation', 'English Proficiency (Spoken)', 'Self-learning']",Not actively hiring
Swag Nailz,"
Thane                                                                (Hybrid)
                                        


","₹ 3,000 - 10,000 ",22,"['Content Writing', 'Video Editing', 'Script Writing', 'Marketing Campaigns']",Not actively hiring
Fastglobe Technologies Private Limited,"
Gurgaon ","₹ 5,000 - 6,000 ",23,"['MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
THREE ACT ARC PRIVATE LIMITED,"
Mumbai                                                                (Hybrid)
                                        


","₹ 8,000 - 12,000 ",24,"['Social Media Marketing', 'Digital Marketing', 'Cold Calling', 'Content Editing']",Not actively hiring
Tribe Commerce Private Limited,"
Ahmedabad, Ghaziabad, Surat, Mumbai, Delhi ","₹ 6,500 - 7,001 ",25,"['MS-Excel', 'English Proficiency (Spoken)', 'Business Development']",Not actively hiring
The Review Universe,"
Indore, Ujjain, Dewas                                                                (Hybrid)
                                        


","₹ 5,000 - 10,000 ",26,"['Digital Marketing', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Questop Consulting LLP,"
Vashi Navi Mumbai ","₹ 5,000 - 7,000 ",27,"['Leadership', 'MS-Office', 'Critical thinking', 'Vendor Management', 'Analytical Thinking', 'Problem Solving', 'Teamwork']",Not actively hiring
Ikamate HR India Private Limited,"
Ahmedabad ","₹ 5,000 - 15,000 ",28,"['MS-Office', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Roswalt Realty,"
Mumbai ","₹ 20,000 - 30,000 ",29,"['Inside Sales', 'Sales', 'Effective Communication']",Not actively hiring
Ilahi Travels Experiences Private Limited,"
Delhi ","₹ 8,000 - 15,000 ",30,['Office Management'],Not actively hiring
Qasber Technologies,"
Hyderabad                                                                (Hybrid)
                                        


","₹ 6,000 - 13,000 ",31,"['Video Editing', 'Creative Thinking', 'Content Management']",Not actively hiring
Housewise,"
Chennai ","₹ 10,001 - 25,000 ",32,"['Operations', 'Vendor Management', 'Maintenance', 'Field Work', 'Field Sales']",Not actively hiring
Rakesh Tiwari,"
Delhi ","₹ 6,000 - 32,000 ",33,"['Sales Management', 'Travel Itinerary Making', 'Holiday Package Design']",Not actively hiring
Finexus Labs Private Limited,"
Gurgaon                                                                (Hybrid)
                                        


","₹ 10,000 - 15,000 ",34,"['Email Marketing', 'English Proficiency (Spoken)', 'Financial Services']",Not actively hiring
Vani Kabir Multiverse Private Limited,"
Gurgaon ","₹ 13,000 - 15,000 ",35,"['Social Media Marketing', 'Instagram Marketing', 'Pinterest Marketing', 'Product Strategy']",Not actively hiring
24 Media Films Private Limited,"
Pune                                                                (Hybrid)
                                        


","₹ 8,000 - 10,500 ",36,"['Adobe Photoshop', 'Adobe Premiere Pro', 'Final Cut Pro', 'Photography', 'Video Making']",Not actively hiring
The Build Incorporation,"
Mumbai                                                                (Hybrid)
                                        


","₹ 7,000 - 10,000 ",37,"['Social Media Marketing', 'Video Editing']",Not actively hiring
Jeeva Chemicals Private Limited,"
Ahmedabad                                                                (Hybrid)
                                        


","₹ 10,000 - 12,000 ",38,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Facebook Marketing', 'Creative Writing', 'Instagram Marketing']",Not actively hiring
